feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,target
0.9465513614234737,0.8209085211691072,0.9335573594633525,-2.2199890875563764,-0.9001756959021903,1.4993292771624438,0.6703323026882169,-0.9524331719231893,-0.3159639513526983,1.9529194085766095,0.27339978083943595,-1.037489031490302,0
-0.5448700708235121,0.1381927477913204,2.6606968372573094,1.2014170317870247,0.4669600582434035,2.3080330288680853,0.21173937301188184,0.07714250753248544,-1.1074614086276906,1.6432600438387472,-0.12713274394998753,-1.7986944715237598,0
2.7008664695495948,-0.07618566995191904,1.4923381739703219,0.45276258784806556,1.2632951076859054,-0.2084202950985567,0.29166470055737204,0.8016855793098782,0.49260948681305256,-0.533477281404549,-1.1538524173101787,0.4104454701492546,0
-0.019476465301345502,-1.9294822626260821,-3.874288459408838,-0.22350706029651027,-2.326302192872837,-2.1481747014938,-1.4574402619917812,1.090379165563781,-0.7868276307350374,-0.17527337210514138,-1.3898693566161064,0.06720070430192382,0
-0.44928534793580827,-0.9680835891538281,-0.11914039734194548,-0.0060618257735948035,0.2126411354808675,-0.20717752458665162,0.8590633589532779,0.257198623533062,-0.28146007988829563,-0.6725073059627673,-1.3729511305414173,-3.1026449111341696,0
-0.6581088093827662,-1.0174910628880784,2.6957650645663502,0.1923689270375111,-1.96019291522007,-2.106774835431715,-2.2151192191574243,-1.7231900594187215,-0.348308395044006,-3.6490150705965823,-1.5713658574304161,2.7460915639001895,0
,-0.24761153644145104,-0.2911115841531138,-1.8575714451669172,-0.5596090904787359,-0.04333177267595639,-2.541818053498833,1.129279171233633,-0.8302621507200517,-1.4370398113561151,-0.40419099995202357,-1.8330728411568353,0
-0.3779897459852177,-2.0152219054323766,2.372969801277618,-0.39608396607926877,1.6699650026762396,2.2040608671482493,1.7573687065725616,-0.0111006172130109,0.1586833236187289,2.295011041777699,0.5026399392996512,-0.275216752975621,0
-0.20952838151705544,-0.5900259690908214,-2.809420661436008,,-0.8954940550303602,-1.2515994989419228,0.9088806373829477,0.603466129447964,1.0958734549768259,0.47213908615591893,-1.3794168834777327,-1.497296471346568,0
-0.4861364668488323,0.4280587476511656,-0.09783878754939335,-1.7998395353884376,-2.3634291390133804,0.15295383353448608,-2.6685535830292846,,-0.9766776953073547,-0.3844640827841519,-1.0566856199331607,-2.092907531728794,0
,0.1704009940620107,2.4145161575830483,,0.794673032686285,1.0558089288914514,1.6370114680090826,,0.6420450918935612,1.2108316756960686,-1.522257540730442,-1.3940897645781507,0
-0.042267998434793036,-0.186148218965649,2.778757289289497,,-0.30868267765404567,1.3997496152764968,2.6497045409353523,-2.6688065600663204,-0.3484661913619803,0.7932673128109196,-0.10949313632406532,-1.9933416652534306,0
-0.20850643095375032,-0.5317757009616373,1.8987963138139696,-1.1917191336173432,-1.4207240127347673,0.9751596597592533,-0.21031203556710287,-0.3341317582249538,-0.7001175918154133,0.6654758588062767,-1.8873563516594887,-2.994822266340214,0
-0.7412553675094832,1.538265640912035,-0.17695294977655784,1.1350368571017395,-2.191435683127863,0.16206908531275246,-0.8821239926197324,0.3133045285097957,-0.43968200891844966,1.3515213739834615,-1.7219234537072328,-1.3020009149755465,0
0.6394280421925499,0.8928405543192964,0.7688662046096582,0.40741803465197535,0.30231585079616563,-0.3678725676491223,-0.6290768284237975,0.8100879274769732,-0.17059266479006882,-1.3071092871124323,-1.460528884971034,-1.5725394975586728,0
-1.0895134082734554,-1.4345808609043489,0.13454626548992665,0.12345755616914253,-1.820607347041967,-0.645618886490198,0.25929956857896785,-0.024773441927675298,0.7005953972771274,0.6868134626558006,-2.6111173554460283,-1.1752263665044134,0
-0.34463483700815617,-0.6362568349860365,0.507745643449736,1.2705292241471429,-1.8942398846811854,0.7251510439887837,1.3315053239346688,-2.1263737746181435,0.9780029759984087,1.4585657980564328,-0.054344275768700157,-1.1518341335050628,0
3.0966955137720533,-1.5693563427251942,-2.7551102067215303,-0.2702923176244952,-1.991911101522744,-1.5372640096764139,-3.538373814469857,1.8936188486979464,-0.9694324432883201,-1.049503109571132,-1.0249132429444552,-0.021957116573793622,0
0.44485822059832236,-0.03826128246415587,2.1153736179620974,,-0.5038492900187047,2.4713048154088404,-0.8042013397129781,0.21124727706090457,-0.5196744782036353,1.9198923185881478,-0.05013491628425937,-2.2109776031995025,0
0.23053366721133914,-0.7746840576638448,-0.08426722639835771,-1.5095516224699548,-1.452570600181217,0.14893690342499097,-1.2022884919990457,0.9226916556990714,1.0560416064585545,1.5051196323164953,-1.3196114027542762,0.2705392017420122,1
-0.21738619941650508,-0.3416652836197584,3.005805533686852,-1.1815307533301556,-4.140383624608759,0.6502081376945202,1.1915067520754632,-7.539011362931538,-0.3187388995774793,-1.1363897987760159,2.758585413722946,0.9494716112149428,1
1.3429563316312263,-0.23071097248482308,-0.6698613593309994,1.7533751987243156,-1.3950541286308569,-1.9840899396786573,0.3299582008264321,-0.5935913862031413,0.3777117601138336,-1.0765474622591058,-1.8401707071063407,0.5944606606453422,0
-0.53716426238832,-1.4838058550333233,3.523821374793718,0.37574688171965837,0.448893590230939,2.8617318707731476,1.92591499175353,-1.3352178859730282,-2.22834243994978,2.0578920806567984,0.030485001181062676,-2.8356567626151996,0
-0.10885388073270116,0.16802560175953143,-0.083635355192762,,1.937938570461852,-3.342518796428767,1.6531155778005155,2.4295293205995994,-2.5259612817693786,-2.008411165845125,-4.693707371615547,0.8788971148506708,0
-0.8281401376128967,-0.6915614026937736,2.184019295377818,-0.05434084103664975,-0.11328452048766435,-2.3023897797958273,-0.38151561150310276,-0.6442779628694302,-0.5305803556472093,-3.482028402673073,-2.379835804964493,1.4537231103073847,0
1.6720417730423207,0.4972179804531937,1.24019293265153,-0.14468576074234318,-2.495907547322321,-0.1507429172143298,2.0404408820258073,-3.6777466435484336,0.1045422455492162,-0.2687272707241326,-0.6962203878170947,-1.8900408179441732,0
-1.051547558340161,-0.9777544010420485,1.3056726075135798,1.1738420203667026,-0.7158609877897006,0.3310932345246222,2.820545516173595,-2.1775644109974075,-0.5850631713965995,1.1464659771932773,-0.7204509107789512,-0.7626960811612461,0
0.49325417619303186,-0.028901523497860945,-1.478641880700086,0.02084148213777202,0.4166633454409774,-0.8594615236278095,1.8695885283058087,0.3477263880784099,-0.045642853333795405,-0.7641803127627209,-1.631706315214387,-3.738908344093593,0
-0.9740601569182217,-1.9517426090104495,-0.050724292432447804,1.5271323841551305,-3.2867329120346516,-0.07059582584865269,1.4960194296363256,-4.178607042079308,0.005085396128234085,0.11613497940333395,0.6665496776492672,-1.1656616951854895,0
,0.04687854330331131,1.3419172851076673,0.33014994939193854,-0.8500948049160107,-0.6602738016038374,2.6575933801241756,-2.7876378487371487,0.6710260113888488,-0.6772484125645151,-0.9111571336549737,-0.702759584675245,0
-0.27199997230813616,-0.6220648349449548,-2.903323660659673,-0.5446233893382973,-1.0063932611703779,2.2378573446781007,-4.473429074727726,4.510293701177362,-0.50189411499767,2.436346714994363,-0.22818150137590076,-4.937769833889569,0
0.06134366424086365,-0.31213136754128723,-1.194631875984113,0.23855807063954726,-0.5939377831398207,-2.9922121967159567,1.3900502315210406,0.29670484737937497,-0.44271706953217543,-1.5020981580661221,-3.4050975586159873,0.024560234269759063,0
,-0.8384482508975749,-2.205154477781573,-0.21556946135976882,-0.6754574495700083,-2.4459773164692766,0.5547402132824493,-0.24629761392159685,-0.3481073452012972,-1.8531510919210454,-1.1538417712960383,0.016374173270969905,0
-1.2015353947392868,-1.336722084146622,-1.7071753040264053,0.2051848907361836,-0.3142889683559732,0.5130052248199497,-4.82694611316586,2.6991137199965634,-0.06480925356113022,-1.8009177711005588,0.7179434014225272,-2.914534094617842,0
-0.5245367390000981,0.44162506781421695,0.0873166079697445,0.24655209549731796,0.06627453709457987,-0.5100929744101248,-0.5667101440098017,0.5072157371609134,0.1724198520913992,-1.5532416042932038,-1.0798977787767725,-1.9889384167834765,0
-0.5515274001016297,0.052939468234801106,-1.8573853402638798,-0.3443459049337084,1.6033846425549223,-3.3274958739686995,0.893143506992309,2.501776853769443,-1.1111652988999856,-2.675692463369946,-3.643531993174425,-0.7379219886942052,0
